Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Killers of the Flower Moon,2023,R,20 Oct 2023,206 min,"Crime, Drama, History",Martin Scorsese,"Eric Roth, Martin Scorsese, David Grann","Leonardo DiCaprio, Robert De Niro, Lily Gladstone","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.","English, Osage, Latin, French",United States,Nominated for 10 Oscars. 115 wins & 397 nominations total,https://m.media-amazon.com/images/M/MV5BMTdiOTg2YmQtZTdjNi00NGJjLWI2ZTQtYWNkNDUwMDEzOTQxXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.7,"216,844",tt5537002,movie,05 Dec 2023,"$67,955,813",N/A,N/A,True,
Killing in the Name,2010,N/A,01 Aug 2010,39 min,"Documentary, Short",Jed Rothstein,N/A,N/A,"Four years ago, Ashraf Al-Khaled and his bride were celebrating what was supposed to be the happiest day of their lives, when an Al-Qaeda suicide bomber walked into their wedding and blew himself up, killing both of their fathers in front of their eyes. The couple lost 27 members of their family that day. It's a sad fact that stories like Ashraf's pepper the news almost daily. In the last 5 years, over 88,000 people have been killed or injured in terrorist attacks worldwide. The majority, like Ashraf, were Muslims. How can someone be so robbed of their humanity that they happily commit mass murder and suicide? It's one of the fundamental human questions of our era, one that has haunted Ashraf since his wedding day, and what is now driving him to rise from horrific tragedy to take an unprecedented step - breaking the silence in the Muslim community on this taboo subject by speaking out against terrorism. KILLING IN THE NAME follows Ashraf in his quest to speak with victims and perpetrators, and expose the true costs of terrorism. From a jihadi recruiter for Al-Qaeda, the group responsible for bombing his wedding, to an Islamic militant behind one of the world's worst terrorist attacks, to a madrassa filled with young boys ready to fulfill the duty of jihad, Ashraf takes us on a harrowing journey around the world to see if one man can speak truth to terror, and begin to turn the global tide. At times chilling and moving, terrifying and hopeful, KILLING IN THE NAME is a far-reaching and necessary first step in tackling what is arguably the most pressing issue of our age. As Ashraf puts it, ""If we can't even talk about it, this terror will never end.""",English,United States,Nominated for 1 Oscar. 2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTY1OTQ4OTQ3OV5BMl5BanBnXkFtZTcwNTczNjc2Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,91,tt1684897,movie,N/A,N/A,N/A,N/A,True,
King Richard,2021,PG-13,19 Nov 2021,144 min,"Biography, Drama, Sport",Reinaldo Marcus Green,Zach Baylin,"Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal","Armed with a clear vision and a brazen 78-page plan, Richard Williams is determined to write his daughters, Venus and Serena, into history. Training on Compton, California's neglected tennis courts--rain or shine--the girls are shaped by their father's unyielding commitment and their mother's balanced perspective and keen intuition, defying the seemingly insurmountable odds and prevailing expectations laid before them. Based on the true story that will inspire the world, ""King Richard"" follows the uplifting journey of a family whose unwavering resolve and unconditional belief ultimately delivers two of the world's greatest sports legends.","English, Spanish","United States, Australia",Won 1 Oscar. 50 wins & 137 nominations total,https://m.media-amazon.com/images/M/MV5BYTcyNmY4ZGEtYmE4Zi00ZDViLTlmYzMtMmQ4ZTM4OWNmZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.5,"135,339",tt9620288,movie,19 Nov 2021,"$15,129,285",N/A,N/A,True,
Kings Point,2012,Not Rated,12 Oct 2012,40 min,"Documentary, Short, Comedy",Sari Gilman,N/A,N/A,"In the 1970s and 80s, hundreds of thousands of senior citizens migrated from New York City to Kings Point, a typical retirement community, located just outside West Palm Beach, Florida. Lured by blue skies, sunshine, palm trees, and the promise of a rich social life, they bought their way to paradise for just a $1,500 down payment. Now, as an aging community faces its own mortality, paradise has begun to exact a higher price. Through the experiences of six longtime residents, 'Kings Point' captures both the allure and the darker complexities of living in a world where 'nobody gets too close.' Poignant, funny and dark, 'Kings Point' is a deeply empathetic portrait of the last act of the American Dream.",English,United States,Nominated for 1 Oscar. 2 nominations total,https://m.media-amazon.com/images/M/MV5BN2JmYzIzZmUtMjU3NS00NjRjLThjNmMtZDFjMTEzYTE5YmNkXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,247,tt2109153,movie,17 Apr 2020,N/A,N/A,N/A,True,
Kitbull,2019,PG,18 Feb 2019,9 min,"Animation, Short, Drama",Rosana Sullivan,Rosana Sullivan,N/A,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",English,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BODA4YmFkMGYtY2MwNC00ZDc0LTgyMjUtZDAzMjdmYTRkNDkyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"7,322",tt9536832,movie,25 Mar 2021,"$330,661",N/A,N/A,True,
Klaus,2019,PG,15 Nov 2019,96 min,"Animation, Adventure, Comedy","Sergio Pablos, Carlos Martínez López","Sergio Pablos, Jim Mahoney, Zach Lewis","Jason Schwartzman, J.K. Simmons, Rashida Jones","When Jesper (Jason Schwartzman) distinguishes himself as the postal academy's worst student, he is stationed on a frozen island above the Arctic Circle, where the feuding locals hardly exchange words let alone letters. Jesper is about to give up when he finds an ally in local teacher Alva (Rashida Jones), and discovers Klaus (Oscar® winner J.K. Simmons), a mysterious carpenter who lives alone in a cabin full of handmade toys. These unlikely friendships return laughter to Smeerensburg, forging a new legacy of generous neighbors, magical lore and stockings hung by the chimney with care. An animated Christmas comedy directed by Despicable Me co-creator Sergio Pablos, KLAUS co-stars Rashida Jones, Jason Schwartzman and JK Simmons.","English, Saami","Spain, United Kingdom, United States",Nominated for 1 Oscar. 11 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.2,"187,635",tt4729430,movie,15 Nov 2019,N/A,N/A,N/A,True,
Knife Skills,2017,N/A,29 Jul 2017,40 min,"Documentary, Short",Thomas Lennon,N/A,N/A,"What does it take to build a world-class French restaurant? What if the staff is almost entirely men and women just out of prison? What if most have never cooked or served before, and have barely two months to learn their trade? We follow the hectic launch of Edwins restaurant in Cleveland. In this improbable setting, with its mouth-watering dishes and its arcane French vocabulary, we discover the challenges of men and women finding their way after their release. We come to know three trainees intimately, as well as the restaurant's founder, who is himself haunted by his time in jail. These men and women all have something to prove, and all struggle to launch new lives, an endeavor as pressured and perilous as the ambitious restaurant launch of which they are a part.",English,United States,Nominated for 1 Oscar. 1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZDI0ZTA0MmEtZThhNS00YjQ3LThmZjAtYWNiZDk2MjkwZjM4XkEyXkFqcGdeQXVyNjczMzA5OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.2,466,tt5745110,movie,27 Jan 2018,N/A,N/A,N/A,True,
Knight of Fortune,2022,N/A,17 Aug 2023,26 min,"Short, Drama",Lasse Lyskjær Noer,Lasse Lyskjær Noer,"Leif Andrée, Jens Jørn Spottag, Jesper Lohmann","The loss of a loved one, the grief, the risk of yellow skin, and a coffin, that is too much for Karl to face.","Danish, Swedish",Denmark,Nominated for 1 Oscar. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNTY4MjllYWYtMGVjMi00Y2EyLTk4NjYtOGI3YTU0OGUwODgxXkEyXkFqcGdeQXVyMTI2NzYyODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,641",tt26600054,movie,N/A,N/A,N/A,N/A,True,
Knives Out,2019,PG-13,27 Nov 2019,130 min,"Comedy, Crime, Drama",Rian Johnson,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","When renowned crime novelist Harlan Thrombey (Christopher Plummer) is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc (Daniel Craig) is mysteriously enlisted to investigate. From Harlan's disfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.","English, Spanish, Hindi",United States,Nominated for 1 Oscar. 52 wins & 113 nominations total,https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.9,"767,166",tt8946378,movie,12 Jun 2020,"$165,363,234",N/A,N/A,True,
Kon-Tiki,2012,PG-13,26 Apr 2013,118 min,"Adventure, Biography, Drama","Joachim Rønning, Espen Sandberg",Petter Skavlan,"Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård","The Norwegian explorer Thor Heyerdahl crossed the Pacific Ocean in a balsawood raft in 1947, together with five men, to prove that South Americans back in pre-Columbian times could have crossed the ocean and settled on Polynesian islands. After financing the trips with loans and donations, they set off on an epic 101-day-long trip across 8000 kilometers, while the world was waiting for the result of the trip. The film tells about the origin of the idea, the preparations, and the events on the trip. The ""Kon-Tiki"" was named after the Inca sun god, Viracocha, and ""Kon-Tiki"" is an old name for this god. Heyerdahl filmed the expedition, which later became the Academy Award winning documentary in 1951, and he wrote a book about the expedition that was translated into 70 languages and sold more than 50 millions copies around the world. Heyerdahl believed that people from South America could have settled Polynesia in pre-Columbian times, although most anthropologists now believe they did not. Anyway he proved that it was possible by using only the materials and technologies available to those people at that time. The trip took 101 days over 4,300 miles across the Pacific Ocean before the ""Kon-Tiki"" crashed onto the dangerous reefs outside Raroia in the Tuamotu Islands on August 7, 1947. All crewmen survived, and the ""Kon-Tiki"" was taken back to Norway. She is now featured in the Kon-Tiki Museum.","Danish, German, Norwegian, English, French, Swedish, Spanish","United Kingdom, Norway, Denmark, Germany, Sweden",Nominated for 1 Oscar. 12 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.1,"51,819",tt1613750,movie,14 Oct 2014,"$1,517,410",N/A,N/A,True,
Kong: Skull Island,2017,PG-13,10 Mar 2017,118 min,"Action, Adventure, Fantasy",Jordan Vogt-Roberts,"Dan Gilroy, Max Borenstein, Derek Connolly","Tom Hiddleston, Samuel L. Jackson, Brie Larson","A washed up monster chaser convinces the U.S. Government to fund a trip to an unexplored island in the South Pacific. Under the guise of geological research, the team travels to ""Skull Island"". Upon arrival, the group discover that their mission may be complicated by the wildlife which inhabits the island. The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention.","English, Vietnamese, Japanese","United States, China",Nominated for 1 Oscar. 1 win & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMWUxNjZiNTAtZmMwMi00MmYxLTkxZGEtZWE1MzU0OWFjOTNhXkEyXkFqcGdeQXVyNzk1MzI3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.7,"346,141",tt3731562,movie,05 Jun 2017,"$168,052,812",N/A,N/A,True,
Kubo and the Two Strings,2016,PG,19 Aug 2016,101 min,"Animation, Action, Adventure",Travis Knight,"Marc Haimes, Chris Butler, Shannon Tindle","Charlize Theron, Art Parkinson, Matthew McConaughey","Kubo lives a quiet, normal life in a small shoreside village until a spirit from the past turns his life upside down by re-igniting an age-old vendetta. This causes all sorts of havoc as gods and monsters chase Kubo who, in order to survive, must locate a magical suit of armor once worn by his late father, a legendary Samurai warrior.","English, Japanese, British Sign , Aboriginal, Spanish, Australian Sign , Egyptian (Ancient), Korean, Japanese Sign , Filipino, American Sign , Korean Sign , Latin, Thai","United Kingdom, United States, Canada, France, Japan, Australia",Nominated for 2 Oscars. 33 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.7,"138,042",tt4302938,movie,08 Nov 2016,"$48,023,088",N/A,N/A,True,
Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie","It's the story about a lazy, irreverent slacker panda, named Po, who is the biggest fan of Kung Fu around...which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of Kung Fu and studies alongside his idols, the legendary Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task, and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths.","English, Russian",United States,Nominated for 1 Oscar. 15 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.6,"515,817",tt0441773,movie,25 Nov 2015,"$215,771,591",N/A,N/A,True,
Kung Fu Panda 2,2011,PG,26 May 2011,90 min,"Animation, Action, Adventure",Jennifer Yuh Nelson,"Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Angelina Jolie, Jackie Chan","After a year of being the dragon warrior, obesitized but fearless Po (Black) is a hero in China along with Crane (Cross), Mantis (Rogen), Monkey (Chan), Viper (Liu), Tigress (Jolie), and Shifu (Hoffman). But trouble pops out when villian Shen (Oldman) begins chaos. Everybody is ready to fight, but Po is unprepared when he learns Shen was his enemy in his infancy.","English, Russian","United States, Canada",Nominated for 1 Oscar. 5 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"314,822",tt1302011,movie,25 Nov 2015,"$165,249,063",N/A,N/A,True,
